"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Chelan","Washington State Advisory Vote No. 34","Maintained"," ","10965","27.7764","State Executive"
"Chelan","Washington State Advisory Vote No. 35","Repealed"," ","24860","62.5913","State Executive"
"Chelan","Washington State Advisory Vote No. 35","Maintained"," ","14858","37.4087","State Executive"
"Chelan","Washington State Engrossed Senate Joint Resolution No. 8212","Approved"," ","15052","37.9852","State Executive"
"Chelan","Washington State Engrossed Senate Joint Resolution No. 8212","Rejected"," ","24574","62.0148","State Executive"
"Chelan"," President/Vice President","Joseph R. Biden / Kamala D. Harris","(Democratic Party Nominees)","19005","44.5468","Federal"
"Chelan"," President/Vice President","Donald J. Trump / Michael R. Pence","(Republican Party Nominees)","22476","52.6827","Federal"
"Chelan"," President/Vice President","Jo Jorgensen / Jeremy &quot;Spike&quot; Cohen","(Libertarian Party Nominees)","697","1.6337","Federal"
"Chelan"," President/Vice President","Howie Hawkins / Angela Walker","(Green Party Nominees)","145","0.3399","Federal"
"Chelan"," President/Vice President","Gloria La Riva / Sunil Freeman","(Socialism and Liberation Party Nominees)","43","0.1008","Federal"
"Chelan"," President/Vice President","Alyson Kennedy / Malcolm M. Jarrett","(Socialist Workers Party Nominees)","21","0.0492","Federal"
"Chelan"," President/Vice President","WRITE-IN"," ","276","0.6469","Federal"
"Chelan","Congressional District 8 U.S. Representative","Kim Schrier","(Prefers Democratic Party)","19168","45.6707","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Jesse Jensen","(Prefers Republican Party)","22737","54.1744","Congressional"
"Chelan","Congressional District 8 U.S. Representative","WRITE-IN"," ","65","0.1549","Congressional"
"Chelan","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","17614","41.5199","State Executive"
"Chelan","Washington State Governor","Loren Culp","(Prefers Republican Party)","24632","58.0628","State Executive"
"Chelan","Washington State Governor","WRITE-IN"," ","177","0.4172","State Executive"
"Chelan","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","14212","37.9179","State Executive"
"Chelan","Washington State Lt. Governor","Marko Liias","(Prefers Democratic Party)","9439","25.1834","State Executive"
"Chelan","Washington State Lt. Governor","WRITE-IN"," ","13830","36.8987","State Executive"
"Chelan","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","27012","65.3474","State Executive"
"Chelan","Washington State Secretary of State","Gael Tarleton","(Prefers Democratic Party)","14292","34.5752","State Executive"
"Chelan","Washington State Secretary of State","WRITE-IN"," ","32","0.0774","State Executive"
"Chelan","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","16491","40.3865","State Executive"
"Chelan","Washington State State Treasurer","Duane A. Davidson","(Prefers Republican Party)","24319","59.5572","State Executive"
"Chelan","Washington State State Treasurer","WRITE-IN"," ","23","0.0563","State Executive"
"Chelan","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","17832","43.781","State Executive"
"Chelan","Washington State State Auditor","Chris Leyba","(Prefers Republican Party)","22880","56.1748","State Executive"
"Chelan","Washington State State Auditor","WRITE-IN"," ","18","0.0442","State Executive"
"Chelan","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","17634","42.7646","State Executive"
"Chelan","Washington State Attorney General","Matt Larkin","(Prefers Republican Party)","23554","57.1214","State Executive"
"Chelan","Washington State Attorney General","WRITE-IN"," ","47","0.114","State Executive"
"Chelan","Washington State Commissioner of Public Lands","Hilary Franz","(Prefers Democratic Party)","18133","44.322","State Executive"
"Chelan","Washington State Commissioner of Public Lands","Sue Kuehl Pederson","(Prefers Republican Party)","22749","55.6047","State Executive"
"Chelan","Washington State Commissioner of Public Lands","WRITE-IN"," ","30","0.0733","State Executive"
"Chelan","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","18667","50.5251","State Executive"
"Chelan","Washington State Superintendent of Public Instruction","Maia Espinoza"," ","18111","49.0202","State Executive"
"Chelan","Washington State Superintendent of Public Instruction","WRITE-IN"," ","168","0.4547","State Executive"
"Chelan","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","21042","53.2224","State Executive"
"Chelan","Washington State Insurance Commissioner","Chirayu Avinash Patel","(Prefers Republican Party)","18314","46.3223","State Executive"
"Chelan","Washington State Insurance Commissioner","WRITE-IN"," ","180","0.4553","State Executive"
"Chelan","Legislative District 12 State Senator","Brad Hawkins","(Prefers Republican Party)","31196","95.8756","Legislative"
"Chelan","Legislative District 12 State Senator","WRITE-IN"," ","1342","4.1244","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 1","Keith Goehner","(Prefers Republican Party)","24617","59.6357","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 1","Adrianne Moore","(Prefers Democratic Party)","16614","40.2481","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 1","WRITE-IN"," ","48","0.1163","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 2","Mike Steele","(Prefers Republican Party)","30857","96.2897","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 2","WRITE-IN"," ","1189","3.7103","Legislative"
"Chelan","CHELAN COUNTY COMMISSIONER DISTRICT NO. 1","Kevin Overbay","(Prefers Republican Party)","30078","96.8571","County"
"Chelan","CHELAN COUNTY COMMISSIONER DISTRICT NO. 1","WRITE-IN"," ","976","3.1429","County"
"Chelan","CHELAN COUNTY COMMISSIONER DISTRICT NO. 3","Dale England","(Prefers Republican Party)","17419","48.2869","County"
"Chelan","CHELAN COUNTY COMMISSIONER DISTRICT NO. 3","Tiffany Gering","(Prefers Republican Party)","18051","50.0388","County"
"Chelan","CHELAN COUNTY COMMISSIONER DISTRICT NO. 3","WRITE-IN"," ","604","1.6743","County"
"Chelan","Supreme Court Justice Position #03","Dave Larson"," ","18371","51.2569","Judicial"
"Chelan","Supreme Court Justice Position #03","Raquel Montoya-Lewis"," ","17342","48.3859","Judicial"
"Chelan","Supreme Court Justice Position #03","WRITE-IN"," ","128","0.3571","Judicial"
"Chelan","Supreme Court Justice Position #04","Charles W. Johnson"," ","27197","97.7395","Judicial"
"Chelan","Supreme Court Justice Position #04","WRITE-IN"," ","629","2.2605","Judicial"
"Chelan","Supreme Court Justice Position #06","Richard S. Serns"," ","14773","42.9798","Judicial"
"Chelan","Supreme Court Justice Position #06","G. Helen Whitener"," ","19451","56.5897","Judicial"
"Chelan","Supreme Court Justice Position #06","WRITE-IN"," ","148","0.4306","Judicial"
"Chelan","Supreme Court Justice Position #07","Debra L. Stephens"," ","27538","97.9826","Judicial"
"Chelan","Supreme Court Justice Position #07","WRITE-IN"," ","567","2.0174","Judicial"
"Chelan","Court of Appeals, Division 3, District 3 Judge Position 1","Rebecca Pennell"," ","26762","98.7528","Judicial"
"Chelan","Court of Appeals, Division 3, District 3 Judge Position 1","WRITE-IN"," ","338","1.2472","Judicial"
"Chelan","Chelan Superior Court Judge Position 1","Lesley A. Allan"," ","28042","98.507","Judicial"
"Chelan","Chelan Superior Court Judge Position 1","WRITE-IN"," ","425","1.493","Judicial"
"Chelan","Chelan Superior Court Judge Position 2","Travis Brandt"," ","27905","98.8663","Judicial"
"Chelan","Chelan Superior Court Judge Position 2","WRITE-IN"," ","320","1.1337","Judicial"
"Chelan","Chelan Superior Court Judge Position 3","Kristin Ferrera"," ","28078","98.2882","Judicial"
"Chelan","Chelan Superior Court Judge Position 3","WRITE-IN"," ","489","1.7118","Judicial"
"Chelan","PUD ALL PUBLIC UTILITY DIST COMMISSIONER DIST 1","Garry Arseneault","(Prefers States No Party Preference Party)","27168","98.9655","Public Utility"
"Chelan","PUD ALL PUBLIC UTILITY DIST COMMISSIONER DIST 1","WRITE-IN"," ","284","1.0345","Public Utility"
"Chelan","PUD ALL PUBLIC UTILITY DIST COMMISSIONER A","Steve McKenna","(Prefers States No Party Preference Party)","27562","98.9339","Public Utility"
"Chelan","PUD ALL PUBLIC UTILITY DIST COMMISSIONER A","WRITE-IN"," ","297","1.0661","Public Utility"
"Chelan","CHIWAWA MOSQUITO DISTRICT PROPOSITION NO. 1","Yes"," ","123","72.3529","MOS"
"Chelan","CHIWAWA MOSQUITO DISTRICT PROPOSITION NO. 1","No"," ","47","27.6471","MOS"
"Chelan","CHIWAWA MOSQUITO DISTRICT PROPOSITION NO. 2","Yes"," ","101","59.4118","MOS"
"Chelan","CHIWAWA MOSQUITO DISTRICT PROPOSITION NO. 2","No"," ","69","40.5882","MOS"
"Clallam","Washington State Referendum Measure No. 90","Approved"," ","24208","51.8995","State Executive"
"Clallam","Washington State Referendum Measure No. 90","Rejected"," ","22436","48.1005","State Executive"
"Clallam","Washington State Advisory Vote No. 32","Repealed"," ","30007","66.3725","State Executive"
"Clallam","Washington State Advisory Vote No. 32","Maintained"," ","15203","33.6275","State Executive"
"Clallam","Washington State Advisory Vote No. 33","Repealed"," ","29810","67.1336","State Executive"
"Clallam","Washington State Advisory Vote No. 33","Maintained"," ","14594","32.8664","State Executive"
"Clallam","Washington State Advisory Vote No. 34","Repealed"," ","30197","68.4941","State Executive"
"Clallam","Washington State Advisory Vote No. 34","Maintained"," ","13890","31.5059","State Executive"
"Clallam","Washington State Advisory Vote No. 35","Repealed"," ","26740","59.8706","State Executive"
"Clallam","Washington State Advisory Vote No. 35","Maintained"," ","17923","40.1294","State Executive"
"Clallam","Washington State Engrossed Senate Joint Resolution No. 8212","Approved"," ","18737","41.6248","State Executive"
"Clallam","Washington State Engrossed Senate Joint Resolution No. 8212","Rejected"," ","26277","58.3752","State Executive"
"Clallam"," Clallam County Home Rule Charter -  Proposed Amendment   No. 1","Approved"," ","29925","66.3776","County"
"Clallam"," Clallam County Home Rule Charter -  Proposed Amendment   No. 1","Rejected"," ","15158","33.6224","County"
"Clallam"," Clallam County Home Rule Charter - Proposed Amendment No. 2","Approved"," ","34829","77.7937","County"
"Clallam"," Clallam County Home Rule Charter - Proposed Amendment No. 2","Rejected"," ","9942","22.2063","County"
"Clallam"," Clallam County Home Rule Charter - Proposed Amendment No. 3","Approved"," ","10382","23.227","County"
"Clallam"," Clallam County Home Rule Charter - Proposed Amendment No. 3","Rejected"," ","34316","76.773","County"
"Clallam"," Clallam County Home Rule Charter - Proposed Amendment No. 4","Approved"," ","24074","54.211","County"
"Clallam"," Clallam County Home Rule Charter - Proposed Amendment No. 4","Rejected"," ","20334","45.789","County"
"Clallam"," Clallam County Home Rule Charter - Proposed Amendment No. 5","Approved"," ","15625","35.2653","County"
"Clallam"," Clallam County Home Rule Charter - Proposed Amendment No. 5","Rejected"," ","28682","64.7347","County"
"Clallam"," Clallam County Home Rule Charter - Proposed Amendment No. 6","Approved"," ","17214","38.7738","County"
"Clallam"," Clallam County Home Rule Charter - Proposed Amendment No. 6","Rejected"," ","27182","61.2262","County"
"Clallam"," President/Vice President","Joseph R. Biden / Kamala D. Harris","(Democratic Party Nominees)","24687","50.185","Federal"
"Clallam"," President/Vice President","Donald J. Trump / Michael R. Pence","(Republican Party Nominees)","23029","46.8145","Federal"
"Clallam"," President/Vice President","Jo Jorgensen / Jeremy &quot;Spike&quot; Cohen","(Libertarian Party Nominees)","892","1.8133","Federal"
"Clallam"," President/Vice President","Howie Hawkins / Angela Walker","(Green Party Nominees)","240","0.4879","Federal"
"Clallam"," President/Vice President","Gloria La Riva / Sunil Freeman","(Socialism and Liberation Party Nominees)","63","0.1281","Federal"
"Clallam"," President/Vice President","Alyson Kennedy / Malcolm M. Jarrett","(Socialist Workers Party Nominees)","42","0.0854","Federal"
"Clallam"," President/Vice President","WRITE-IN"," ","239","0.4859","Federal"
"Clallam","Congressional District 6 U.S. Representative","Derek Kilmer","(Prefers Democratic Party)","25387","52.8841","Congressional"
"Clallam","Congressional District 6 U.S. Representative","Elizabeth Kreiselmaier","(Prefers Republican Party)","22580","47.0368","Congressional"
"Clallam","Congressional District 6 U.S. Representative","WRITE-IN"," ","38","0.0792","Congressional"
"Clallam","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","24335","49.6379","State Executive"
"Clallam","Washington State Governor","Loren Culp","(Prefers Republican Party)","24608","50.1948","State Executive"
"Clallam","Washington State Governor","WRITE-IN"," ","82","0.1673","State Executive"
"Clallam","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","20996","49.3223","State Executive"
"Clallam","Washington State Lt. Governor","Marko Liias","(Prefers Democratic Party)","12002","28.1942","State Executive"
"Clallam","Washington State Lt. Governor","WRITE-IN"," ","9571","22.4835","State Executive"
"Clallam","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","27636","57.7639","State Executive"
"Clallam","Washington State Secretary of State","Gael Tarleton","(Prefers Democratic Party)","20157","42.1316","State Executive"
